reference,doi,title,year,type,journal,authors
hal-02516742,10.1016/j.apmt.2020.100569,Modulated filamentary conduction of Ag/TiO2 core-shell nanowires to impart extremely sustained resistance switching behavior in a flexible composite,2020,Article,Applied Materials Today,Youngjin Kim; Woojin Jeon; Minsung Kim; Jong Hyuk Park; Cheol Seong Hwang; Sang-Soo Lee
hal-02516748,10.1016/j.ifacol.2020.12.1418,A Hybrid Dynamical Model for Hysteretic Thermal Shape Memory Alloy Wire Actuators,2020,Communication,,Michele Arcangelo Mandolino; Francesco Ferrante; Gianluca Rizzello
hal-02516806,10.1021/jacs.9b12474,Electrolyte Reactivity in the Double Layer in Mg Batteries: An Interface Potential-Dependent DFT Study,2020,Article,Journal of the American Chemical Society,Anja Kopač Lautar; Jan Bitenc; Tomaž Rejec; Robert Dominko; Jean-Sébastien Filhol; Marie-Liesse Doublet
inserm-02516868,10.1186/s12885-020-6599-8,Expression of p53 N-terminal isoforms in B-cell precursor acute lymphoblastic leukemia and its correlation with clinicopathological profiles,2020,Article,BMC Cancer,Lixian Oh; Pierre Hainaut; Sandrine Blanchet; Hany Ariffin
hal-02516924,10.1016/j.therap.2019.12.003,Antibiotic resistance: Tools for effective translational research,2020,Article,Therapies,Marie-Cécile Ploy; Antoine Andremont; Bruno Valtier; Claire Le Jeunne; Catherine Dumartin; Didier Guillemot et al.
hal-02517009,10.1109/tac.2020.3046126,Interval impulsive observer for linear systems with aperiodic discrete measurements,2021,Article,IEEE Transactions on Automatic Control,Djahid Rabehi; Nacim Meslem; Adnen El Amraoui; Nacim Ramdani
hal-02517254,10.1002/rnc.5463,Finite-gain L1 Event-triggered Interval Observers design for Continuous-time Linear Systems,2021,Article,International Journal of Robust and Nonlinear Control,Djahid Rabehi; Nacim Meslem; Nacim Ramdani
hal-02518048,10.1016/j.physletb.2020.135595,Measurement of azimuthal anisotropy of muons from charm and bottom hadrons in Pb+Pb collisions at $\sqrt {s_{NN}}$ = 5.02 TeV with the ATLAS detector,2020,Article,Phys.Lett.B,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02518076,10.1140/epjc/s10052-020-8125-1,"Multiplicity dependence of $\pi $, K, and p production in pp collisions at $\sqrt{s} = 13$ TeV",2020,Article,Eur.Phys.J.C,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02518085,10.1140/epjc/s10052-020-8256-4,(Anti-)deuteron production in pp collisions at $\sqrt{s}=13 \ \text {TeV}$,2020,Article,Eur.Phys.J.C,S. Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02518147,10.5506/aphyspolbsupp.13.121,Density of State Method for Complex Action Systems,2020,Communication,,Olmo Francesconi; Markus Holzmann; Biagio Lucini; Antonio Rago
hal-02301006,10.1016/j.camwa.2020.07.015,Fast and Stable Schemes for Phase Fields Models,2020,Article,Computers & Mathematics with Applications,Matthieu Brachet; Jean-Paul Chehab
hal-02518207,10.1016/j.jcp.2020.109574,Topology optimization of thermal fluid-structure systems using body-fitted meshes and parallel computing,2020,Article,Journal of Computational Physics,Florian Feppon; Grégoire Allaire; Charles Dapogny; Pierre Jolivet
hal-02519115,10.1007/s10530-019-02174-8,WGEUROBUS – Working Group “Towards a EURopean OBservatory of the non-indigenous calanoid copepod Pseudodiaptomus marinUS”,2020,Article,Biological Invasions,M. Uttieri; L. Aguzzi; R. Aiese Cigliano; A. Amato; N. Bojanić; M. Brunetta et al.
hal-02519401,10.1016/j.ensm.2019.11.015,High-rate cyclability and stability of LiMn2O4 cathode materials for lithium-ion batteries from low-cost natural β−MnO2,2020,Article,Energy Storage Materials,John Abou-Rjeily; Ilham Bezza; Noureddine Ait Laziz; Cécile Autret-Lambert; Moulay Tahar Sougrati; Fouad Ghamouss
hal-02519413,10.1111/mmi.14492,The C‐terminal domain of Corynebacterium glutamicum mycoloyltransferase A is composed of five repeated motifs involved in cell wall binding and stability,2020,Article,Molecular Microbiology,Christiane Dietrich; Inès Li de La Sierra-Gallay; Muriel Masi; Eric Girard; Nathalie Dautin; Florence Constantinesco-Becker et al.
hal-02519444,10.1007/s12016-019-08774-5,The Immunopathology of Complement Proteins and Innate Immunity in Autoimmune Disease,2020,Article,Clinical Reviews in Allergy and Immunology,Federica Defendi; Nicole M. Thielens; Giovanna Clavarino; Jean-Yves Cesbron; Chantal Dumestre-Pérard
hal-02519497,10.1021/acs.jafc.9b05714,Structural Bases for the Allergenicity of Fra a 1.02 in Strawberry Fruits,2020,Article,Journal of Agricultural and Food Chemistry,Begoña Orozco-Navarrete; Zuzanna Kaczmarska; Florine Dupeux; María Garrido-Arandia; Delphine Pott; Araceli Díaz Perales et al.
hal-02519526,10.1016/bs.mie.2019.11.015,Large crystal growth for neutron protein crystallography,2020,Article,Methods in Enzymology,Monika Budayova-Spano; Katarina Koruza; Zoë Fisher
hal-02519535,10.1109/access.2020.2980992,GRAFT: Unsupervised Adaptation to Resizing for Detection of Image Manipulation,2020,Article,IEEE Access,Ludovic Darmet; Kai Wang; François Cayre
hal-02519714,10.1021/jacs.9b07134,Charge Storage Mechanisms of Single-Layer Graphene in Ionic Liquid,2019,Article,Journal of the American Chemical Society,Jianglin Ye; Yih-Chyng Wu; Kui Xu; Kun Ni; Na Shu; Pierre-Louis Taberna et al.
hal-02415068,10.1007/s11222-019-09919-4,Mini-batch learning of exponential family finite mixture models,2020,Article,Statistics and Computing,Hien D Nguyen; Florence Forbes; Geoffrey J Mclachlan
hal-02520136,10.1016/j.ensm.2019.05.007,A SAXS outlook on disordered carbonaceous materials for electrochemical energy storage,2019,Article,Energy Storage Materials,Damien Saurel; Julie Segalini; María Jauregui; Afshin Pendashteh; Barbara Daffos; Patrice Simon et al.
hal-02520140,10.4000/books.enseditions.15387,Les musiciennes de « musiques actuelles » en Suisse romande. Entre confinement et stratégies de maintien dans l’espace professionnel,2020,Chapitre d'ouvrage,,Marc Perrenoud; Pierre Bataille; Jérôme Chapuis
hal-02520458,10.1103/physrevresearch.2.013358,Hydrodynamic clustering and emergent phase separation of spherical spinners,2020,Article,Physical Review Research,Zaiyi Shen; Juho S Lintuvuori
hal-02520782,10.1021/acsaem.9b02108,Sulfur-based electrode using a polyelectrolyte binder studied via coupled in situ synchrotron X-ray diffraction and tomography,2020,Article,ACS Applied Energy Materials,Quentin Lemarié; Éric Maire; Hassane Idrissi; Pierre-Xavier Thivel; Fannie Alloin; Lionel Roue
halshs-02520792,10.1332/251510820x15835196411219,Eurobarometer Surveys: Another history of European Gender Equality Policy,2020,Article,European Journal of Politics and Gender,Céline Belot; Sophie Jacquot
hal-02383704,10.1016/j.jpowsour.2019.226734,Understanding ageing mechanisms of porous carbons in non-aqueous electrolytes for supercapacitors applications,2019,Article,Journal of Power Sources,Yinghui Liu; Bénédicte Réty; Camelia Ghimbeu; Benoît Soucaze-Guillous; Pierre-Louis Taberna; Patrice Simon
hal-02511646,10.1109/cvpr42600.2020.00993,Learning to Measure the Static Friction Coefficient in Cloth Contact,2020,Communication,,Abdullah-Haroon Rasheed; Victor Romero; Florence Bertails-Descoubes; Stefanie Wuhrer; Jean-Sébastien Franco; Arnaud Lazarus
hal-02521034,10.1016/j.materresbull.2019.110586,Non - electrochemical Na – deintercalation from O3 NaVO2,2020,Article,Materials Research Bulletin,Daria Iermakova; Patrick Rozier; Jean-Yves Chane-Ching; Pierre-Louis Taberna; Patrice Simon
hal-02521075,10.1093/nsr/nwz140,Designing ionic channels in novel carbons for electrochemical energy storage,2019,Article,National Science Review,Jianglin Ye; Patrice Simon; Yanwu Zhu
hal-02521896,10.1021/acsnano.9b04998,In Situ Magnetic Resonance Imaging of a Complete Supercapacitor Giving Additional Insight on the Role of Nanopores,2019,Article,ACS Nano,Ghenima Oukali; Elodie Salager; Mohamed Ramzi Ammar; Charles-Emmanuel Dutoit; Vincent Sarou-Kanian; Patrice Simon et al.
hal-02524007,10.1016/j.jmmm.2020.166819,Magnetic and magnetocaloric proprieties of Fe68+Cr12-Si8B12 ribbons,2020,Article,Journal of Magnetism and Magnetic Materials,A. El Boubekri; S. Tillaoui; M. Sajieddine; M. Sahlaoui; H. Lassri; E.K. Hlil et al.
hal-02524010,10.1016/j.jmmm.2020.166810,"Effect of the nature of the dopant element on the physical properties of X-PrCaMnO system (X = Cd, Sr, and Pb)",2020,Article,Journal of Magnetism and Magnetic Materials,R. Hanen; A. Mleiki; H. Rahmouni; N. Guermazi; K. Khirouni; E.K. Hlil et al.
hal-02524097,10.1063/1.5126088,Coulomb blockade in monolithic and monocrystalline Al-Ge-Al nanowire heterostructures,2020,Article,Applied Physics Letters,M. Sistani; J. Delaforce; K. Bharadwaj; M. Luong; J. Nacenta Mendivil; Nicolas Roch et al.
hal-02524124,10.3389/fspas.2020.00011,Grand Challenges in Astrostatistics,2020,Article,Frontiers in Astronomy and Space Sciences,Didier Fraix-Burnet
hal-02498319,10.1021/acs.chemmater.9b04378,Thermal Stability of the Crystal Structure and Electronic Properties of the High Power Factor Thermoelectric Colusite Cu26Cr2Ge6S32,2020,Article,Chemistry of Materials,Pierric Lemoine; Ventrapati Pavan Kumar; Gabin Guelou; Vivian Nassif; Bernard Raveau; Emmanuel Guilmeau
inserm-02524312,10.1371/journal.pone.0230147,Does endo-tracheal tube clamping prevent air leaks and maintain positive end-expiratory pressure during the switching of a ventilator in a patient in an intensive care unit? A bench study,2020,Article,PLoS ONE,Emanuele Turbil; Nicolas Terzi; Carole Schwebel; Martin Cour; Laurent Argaud; Claude Guérin
hal-02524982,10.1109/tcns.2020.2999304,Average State Estimation in Large-scale Clustered Network Systems,2020,Article,IEEE Transactions on Control of Network Systems,Muhammad Umar B. Niazi; Carlos Canudas de Wit; Alain Kibangou
hal-02525049,10.1109/cvpr42600.2020.00503,Cross-modal Deep Face Normals with Deactivable Skip Connections,2020,Communication,,Victoria Fernández Abrevaya; Adnane Boukhayma; Philip H. S. Torr; Edmond Boyer
hal-02525703,10.1088/1361-648x/ab70c4,$^{105}$Pd NMR and NQR study of the cubic heavy fermion system Ce$_3$Pd$_{20}$Si$_6$,2020,Article,Journal of Physics: Condensed Matter,Ivan Jakovac; Mladen Horvatić; Eike F. Schwier; Andrey Prokofiev; Silke Paschen; Hiroyuki Mitamura et al.
halshs-02525731,10.3917/vin.145.0019,L’État social à l’épreuve des personnes âgées atteintes de troubles mentaux. Une expérience de réadaptation pendant les années 1950,2020,Article,20 & 21. Revue d'histoire,Marie Derrien; Mathilde Rossigneux-Méheust
hal-02525817,10.1007/s10909-020-02447-w,Theoretical Insights into the Stability of Perovskite Clusters by Studying Magnetization and Magnetocaloric Effect of Nd0.6Sr0.4MnO3 Compound at Room Temperature,2020,Article,Journal of Low Temperature Physics,F. Issaoui; E. Dhahri; E. K. Hlil
hal-02527036,10.1051/epjconf/202023105003,"Neutron spectroscopy from 1 to 15 MeV with Mimac-FastN, a mobile and directional fast neutron spectrometer and an active phantom for BNCT and PFBT",2020,Communication,,Daniel Santos; Nadine Sauzet; Olivier Guillaudin; Jean-François Muraz
hal-02527043,10.1051/epjconf/202023103003,Development of a regenerated Beryllium target and a thermal test facility for Compact Accelerator-based Neutron Sources,2020,Communication,,Jean-François Muraz; Daniel Santos; Véronique Ghetta; Julien Giraud; Julien Marpaud; Marine Hervé et al.
halshs-02527340,10.3917/cdlj.2001.0021,L'épreuve de la probation,2020,Article,Les Cahiers de la justice,Fabien Gouriou; Jérôme Ferrand; Olivier Razac
hal-02527623,10.1364/ol.389833,Double-heterodyne probing for ultra-stable laser based on spectral hole burning in a rare-earth doped crystal,2020,Article,Optics Letters,Nicolas Galland; N Lučić; S Zhang; H Alvarez-Martinez; R Le Targat; A Ferrier et al.
hal-01899469,10.1109/tsp.2020.2985591,Alternating group lasso for block-term tensor decomposition with application to ECG source separation,2020,Article,IEEE Transactions on Signal Processing,José Henrique de Morais Goulart; Pedro Marinho R. de Oliveira; Rodrigo Cabral Farias; Vicente Zarzoso; Pierre Comon
hal-02527981,10.3390/s20061803,Bio-Inspired Strategies for Improving the Selectivity and Sensitivity of Artificial Noses: A Review,2020,Article,Sensors,Charlotte Hurot; Natale Scaramozzino; Arnaud Buhot; Yanxia Hou
hal-02528285,10.1007/s10140-019-01745-5,"A simple CT score to quantify pelvic and retroperitoneal hematoma associated with pelvic fractures predicts transfusion needs, pelvic hemostatic procedures, and outcome",2020,Article,Emergency Radiology,Jonathan Charbit; Séverin Ramin; Margaux Hermida; Pierre Cavaille; Thibault Murez; Patrice Taourel et al.
cirad-02528357,10.17528/cifor/007588,Adaptation in Anthropocene: How we can support ecosystems to enable our response to change,2020,Autre,,Emilia Pramova; Sandra Lavorel; Bruno Locatelli; Matthew Colloff; Enora Bruley
hal-02461005,10.3390/nano10020215,Repeated vs. Acute Exposure of RAW264.7 Mouse Macrophages to Silica Nanoparticles: A Bioaccumulation and Functional Change Study,2020,Article,Nanomaterials,Annaëlle Torres; Bastien Dalzon; Véronique Collin-Faure; Thierry Rabilloud
hal-02529654,10.1109/rws45077.2020.9050055,A 300 GHz data communication receiver using plasma-wave FET detector in 65nm CMOS,2020,Autre,,Kefei Wu; Marwah Shafee; Philippe Le Bars; Walaa Sahyoun; Stéphane Blin; Guillaume Ducournau et al.
hal-02529677,10.4000/criminocorpus.10792,"L’enfance au tribunal. Enjeux historiques, perspectives contemporaines. Fragments de discours sur l’enfant au tribunal",2020,Article,"Criminocorpus, revue hypermédia. Histoire de la justice, des crimes et des peines",Martine Kaluszynski; Sophie Victorien
hal-02531009,10.1002/ajb2.1459,Some (do not) like it hot: shrub growth is hampered by heat and drought at the alpine treeline in recent decades,2020,Article,American Journal of Botany,Loïc Francon; Christophe Corona; Irène Till-Bottraud; Bradley Carlson; Markus Stoffel
hal-02531037,10.1016/j.ejor.2020.10.050,An anytime tree search algorithm for the 2018 ROADEF/EURO challenge glass cutting problem,2020,Autre,,Luc Libralesso; Florian Fontan
hal-02531066,10.1016/j.radonc.2020.02.020,Efficacy and safety of sacral nerve modulation for faecal incontinence after pelvic radiotherapy,2020,Article,Radiotherapy & Oncology,Diane Mege; Guillaume Meurette; Bertrand Trilling; Paul-Antoine Lehur; Vincent Wyart; Valerie Bridoux et al.
hal-02531292,10.1039/c9ra08504a,Effect of the coordination of pi-acceptor 4-cyanopyridine ligand on the structural and electronic properties of meso-tetra(para-methoxy) and meso-tetra(para-chlorophenyl) porphyrin cobalt(ii) coordination compounds. Application in the catalytic degradation of methylene blue dye,2020,Article,RSC Advances,Mouhieddinne Guergueb; Soumaya Nasri; Jihed Brahmi; Frederique Loiseau; Florian Molton; Thierry Roisnel et al.
hal-02531459,10.1109/tsipn.2020.2984853,Multiplex network inference with sparse tensor decomposition for functional connectivity,2020,Article,IEEE Transactions on Signal and Information Processing over Networks,Gaetan Frusque; Julien Jung; Pierre Borgnat; Paulo Gonçalves
hal-02408704,10.1061/(asce)hy.1943-7900.0001686,Estimation of Cavitation Pit Distributions by Acoustic Emission,2020,Article,Journal of Hydraulic Engineering,Markku Ylönen; Pentti Saarenrinne; Juha Miettinen; Jean-Pierre Franc; Marc C. Fivel; Jarmo Laakso
hal-02434217,10.1515/phys-2020-0117,An explicit representation for the axisymmetric solutions of the free Maxwell equations,2020,Article,Open Physics,Mayeul Arminjon
hal-02532389,10.1109/ets48528.2020.9131560,Hardware Trojan Attacks in Analog/Mixed-Signal ICs via the Test Access Mechanism,2020,Communication,,Mohamed Elshamy; Giorgio Di Natale; Antonios Pavlidis; Marie-Minerve Louërat; Haralampos-G. Stratigopoulos
halshs-02532545,10.4337/9781789908619,"Local Resources, Territorial Development and Well-being",2020,Ouvrage,,Jean-Christophe Dissart; Natacha Seigneuret
hal-02530071,10.1063/1.5143391,The effect of shear stress reduction on endothelial cells: a microfluidic study of the actin cytoskeleton,2020,Article,Biomicrofluidics,Mehdi Inglebert; Laura Locatelli; Daria Tsvirkun; Priti Sinha; Jeanette A Maier; Chaouqi Misbah et al.
hal-02520257,10.4000/sociologies.12781,La notion d’élite au travail : une épistémologie par les marges,2020,Article,SociologieS,Pierre Bataille; Sophie Louey; Victor Violier
